random,quadrant,troi
1588.4645311112806,6653.044959604866,22194.674068466742
1963.4876625066943,29159.296068763066,32916.86222395776
3862.3037884992696,19234.454538619993,41291.79752848263
2881.096311174528,19573.915711612157,23407.68329604518
942.3143789971073,17459.068809642537,24373.780028699795
765.4962624756126,11264.932203234597,20102.942072845097
985.7714738546042,16186.842296205492,16125.451315259508
828.670505071417,23446.543758224972,29469.409046547342
963.3844664242777,24349.211336109453,24349.211336109453
923.0296216597292,12950.488556111482,16249.939175803976
1575.7342723180225,12802.659541291074,36513.70594885378
718.5049762159636,15963.106905603223,29317.519276535146
3640.3058607917733,15672.00312189274,33866.33806935388
661.845841865398,16214.589387803317,26429.73454169018
746.6991781681734,14437.047575490864,22455.017269136566
1164.206389493058,10478.354398872547,14166.578810157409
2688.236275916316,37452.986183005654,44639.212252763675
1762.356035562846,12751.270702357839,18150.54366443567
1400.1570662390027,20553.065271542957,168281.59378652298
946.7295815978727,17859.60193026334,19178.964753278513
1537.0728759704389,19844.848355862323,34936.761127661906
2695.398760090654,9302.188537249112,14292.227017615784
1983.234415045776,18407.230587337603,20691.17768007236
2272.631997396996,16711.129810896382,30935.350990392235
666.4457835165942,15052.066599855334,20811.452791564217
3598.827292307265,18672.729038597634,21350.74743838297
816.2857917255992,21346.82140192308,21725.297346355394
3204.0302445660623,14977.325375428123,31075.196468607275
1357.4380584661471,21875.895471778615,30177.911359333168
757.8697456050759,12546.966679732288,29046.4376045055
965.4661616866825,87803.45114366236,89321.38636628284
880.8052605947667,14041.441854268352,22044.49745727011
1154.6929437042554,17375.378340410465,24857.85194124576
5232.5357670291105,27176.63273878841,35318.49676759843
2715.069961181426,25049.538050632043,32510.919016602093
792.4578932715145,11144.079290789592,19592.559575302057
2677.4901897151162,22026.76807811204,22026.76807811204
4013.454284662219,17207.49719943498,36896.47720648038
2569.963708875057,14003.06232157735,15380.392150265312
2447.083979628586,14829.797813202467,22823.918005306357
1771.7925598508186,34002.38529053153,49396.838386747506
611.8021481966952,35102.60371678173,46694.345866624535
1026.900426200828,17162.831971313793,18068.12046378487
1312.9535709528084,13230.756181073275,26865.585697455117
941.3632913692712,15189.691004966498,36007.95062267599
1699.87191547987,15058.107835340732,22320.41638202254
2469.2045880514406,15611.54885018002,27341.81792038152
1497.9949673108763,15027.842213696975,24207.848832072745
3196.001791874328,21302.65921941998,38408.71133449062
1040.047571994119,20387.52743593713,36463.05702396748
9204.89532106555,15762.456129367849,41762.37919360479
1076.2334279514569,11074.892505959508,13525.627321773323
1370.730884877544,17250.791762005614,20903.158809528384
4247.305269606003,20500.87824132719,27102.248666392366
1447.4169325511903,10669.288478924278,14005.431869107955
1740.9946024566646,12486.818400065045,27221.905352171514
4107.478149344612,21404.847921069464,25966.047005881355
2073.7093516875952,15106.093257550969,22994.54700101239
1104.6702777660362,19194.311700622704,27842.861624250105
839.830003126364,18376.188096149017,35970.605764373846
2753.6201509247844,21284.03268481258,21639.03841592836
1914.688367577926,12424.362034273074,16563.330441633698
1977.7523281662081,23432.301412941655,27775.237761001572
